1 -0.749343
0.1 -2.73238
0.01 -4.65887
0.001 -4.47075
0.0001 -3.67449
1e-005 -3.48215
1e-006 -1.0633
1e-007 -0.412266
1e-008 0.3077
1e-009 1.05344
1e-010 2.01743
1e-011 3.01366
1e-012 4.01328
1e-013 5.01324
1e-014 6.01324
1e-015 7.01324
1e-016 8.01324
1e-017 9.01324
1e-018 10.0132
1e-019 11.0132
1e-020 12.0132
1e-021 13.0132
1e-022 14.0132
1e-023 15.0132
1e-024 16.0132
1e-025 17.0132
1e-026 18.0132
1e-027 19.0132
1e-028 20.0132
1e-029 21.0132
1e-030 22.0132
1e-031 23.0132
1e-032 24.0132
1e-033 25.0132
1e-034 26.0132
1e-035 27.0132
1e-036 28.0132
1e-037 29.0132
1e-038 30.0132
1e-039 31.0132
9.99995e-041 32.0132
9.99967e-042 33.0133
1.00053e-042 34.013
9.94922e-044 35.0154
9.80909e-045 36.0216
1.4013e-045 36.8667
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
0 inf
